features,target
purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,0
long quit get like number minute day,0
contacted dating service someone know find call land line number poboxnumberwnumbertgnumberp,1
ok im coming home,0
got divorce lol shes,0
also ive sorta blown couple time recently id rather text blue looking weed,0
well uv cause mutation sunscreen like essential thesedays,0
really need shit tomorrow know wont awake like number,0
yes meet town co go gep home could text bus stop dont worry well finished march ish,0
spare power supply,0
im meeting darren,0
aight ill grab something eat text youre back mu,0
please ask mummy call father,0
well pay like ltgt yr difficult,0
guai shd haf seen he naughty free today go jogging,0
anything specific regard jaklin idk fuck,0
lol trying make day little interesting,0
moby pub quizwin poundnumber high street prize u know new duchess cornwall txt first name numberunsub stop poundnumbernumber number sp,1
thats u haf number keep busy,0
ok another number,0
hai ana tomarrow coming morning ltemojiecimalgt ill sathy go rto office reply came home,0
valentine game send dis msg ur friend number answer r someone really love u ques colour suit bestrply,0
hmmbad newshype park plaza dollarnumber studio takenonly left number bedrmdollarnumber,0
juz go google n search number qet,0
well right im gon na get check today steam salespee text want come get,0
ok u tell wat time u coming later lor,0
shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,0
jason say cool pick place like hour,0
wat time u finish ur lect today,0
wat,0
gift trying get throw cliff something,0
yeah got list u joanna im feeling really anti social,0
good morning princess great day,0
yeah jay sort fucking retard,0
k yan jiu liao sat go number bugis vill one frm number number den hop parco number nb sun go cine frm number number den hop orc mrt number hip hop number,0
im movie collect car oredi,0
donno gene something,0
therere people mu im table lambda,0
okey dokey ill bit sorting stuff,0
number flirting txt girl bloke ur name age eg girl zoe number number join get chatting,1
stop club tone replying stop mix see mytonecomenjoy html term club tone cost gbpnumbernumberweek mfl po box number mknumber numberwt numbernumber,1
try making another butt,0
watching tv lor,0
lol really need remember eat im drinking appreciate keeping company night babe smile,0
u meet fren dun wan meet ah muz b guy rite,0
new year eve ok went party boyfriend si hey,0
thanx u darlinim cool thanx bday drink number nite numbermorrow take care c u soonxxx,0
lol yep yesterday already got fireplace another icon sitting,0
kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,0
alrite,0
speak feel word better silence gud mrngemoji,0
get library,0
hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe,0
mm feeling sleepy today shall get dear,0
unbelievable faglord,0
horrible u eat mac eat u forgot abt already rite u take long number reply thk toot bnumber b prepared wat shall eat,0
hasnt pattern recently crap weekend,0
spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0
height oh shit situation guy throw luv letter gal fall brother head who gayemojiemoji,0
lol im hot air balloon,0
pls give prometazine syrup numbermls ltgt min later feed,0
hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost numberp number,1
money issue weigh thanks breathe easier ill make sure dont regret thanks,0
lem know swing pick im free basically time number semester,0
yesgauti sehwag odi series,0
well give co said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
princess kitty shaved natural,0
wishing beautiful day moment revealing even thing keep smiling enjoy,0
private number account statement number show number unredeemed point call number identifier code number eemojiires numbernumbernumber,1
good afternoon love go day woke early online waiting hmmm italian boy online see grin,0
contacted dating service someone know find call mobile landline number poboxnumberldnsnumber,1
din tell u jus number,0
big god bring success,0
better still catch let ask sell ltgt,0
youll get headache trying figure u trust math promise oemoji,0
got xmas radio time get,0
ever notice youre driving anyone going slower idiot everyone driving faster maniac,1
hiya good day spoken since weekend,0
download many ringtones u like restriction number number choose u even send number yr buddy txt sir number poundnumber,1
ok lor ned number go toa payoh number number return smth u wan number send wat,0
thats fine got enough bud last night least,0
anyway seriously hit youre back otherwise light armand always shit andor vomiting,0
love ya try budget money better babe gary would freak knew,0
completed degree use joining finance,0
u number,0
dear good morning,0
try something dear read something exam,0
hi birth numberlb numberoz mother baby brilliantly,0
yay finally lol missed cinema trip last week emoji,0
said okay sorry,0
ya taking ure practical lesson start june,0
haha awesome ive numberu couple time alls coming,0
height confidence aeronautics professor wer calld amp wer askd number sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt number didnt move saidif made studentsthis wont even start datz confidence,0
he adult would learn eemojierience there real danger dont like peep using drug dont need comment,0
challenge know emoji,0
itll tough ill,0
super daemojigood replacement murali,0
guess want alone time could show watch,0
mum went number dentist,0
nvm im going wear sport shoe anyway im going late leh,0
ill talk others probably come early tomorrow,0
hmmm guess go number kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,0
someone contacted dating service entered phone becausethey fancy find call landline number poboxnumber wnumberrg numberp,1
tried contact response offer new nokia fone camcorder hit reply call number delivery,1
wat make u thk ill fall actually thk im quite prone number fall lucky dad home ask come n fetch already,0
thats fine ill bitch later,0
getting threat sale executive shifad raised complaint official message,0
love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,0
well watch shrek numberdb,0
mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea,0
yup im still coffee wif frens fren drove shell give lift,0
bill number poundnumbernumber thats bad,0
want talk,0
sorry left phone upstairs ok might hectic would bird one fell swoop date,0
urgent trying contact last weekend draw show poundnumber prize guaranteed call number claim code knumber valid numberhours,1
went fast asleep deartake care,0
message truro hospital ext phone phone side,0
idea soon get converted liveemoji,0
si si think ill go make oreo truffle,0
ok anybody asks abt u tel thememoji,0
uncle timi help clearing car,0
want eemojilicit sex number sec ring number cost numberpmin gsex pobox number wcnumbern numberxx,1
school starting stay whats weather like food social support system like friend school thing important,0
discount code rpnumber stop message reply stop customer service number,1
hello r u im bored inever thought id get bored tv tell something exciting happened anything emoji,0
msg r time passthey silently say thinking u right also making u think least number moment gd ntswt drms shesil,0
ya cant display internal sub got ta extract,0
hi ya babe x u numbergoten bout scammer getting smartthough regular vodafone respond get prem rate msgsubscription no used also beware,1
wat would u like number ur birthday,0
u get pic msg phone,0
sch neva mind u eat numberst lor,0
pay first lar da stock comin,0
hi kindly give u back document submitted loan stapati,0
got back dislike bed,0
didnt tell thatnow im thinking plus he going stop run,0
wats da decision,0
mystery solved opened email he sent another batch isnt sweetie,0
jolly good way give u ticket sat eve numbernumber speak x,0
hi happy birthday hi hi hi hi hi hi hi,0
txting driving,0
going ride bike,0
ryder unsoldnow gibbs,0
yes started send request make pain came back im back bed double coin factory got ta cash nitros,0
